id,name,country,confederation,founded_year,stadium,nickname,image_url,website,description,ranking,category,total_trophies,world_cup_titles,manager,captain,main_rivals,honors_json,last_updated
261,Paraguay,Paraguay,CONMEBOL,1900,National Stadium of Paraguay,The Paraguay Team,,https://en.wikipedia.org/wiki/Paraguay_women's_national_football_team,The Paraguay national women's football team.,45,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:21:14.904566+00:00
262,Northern Ireland,Northern Ireland,UEFA,1900,National Stadium of Northern Ireland,The Northern Ireland Team,,https://en.wikipedia.org/wiki/Northern_Ireland_women's_national_football_team,The Northern Ireland national women's football team.,46,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:21:19.833261+00:00
263,Hungary,Hungary,UEFA,1900,National Stadium of Hungary,The Hungary Team,,https://en.wikipedia.org/wiki/Hungary_women's_national_football_team,The Hungary national women's football team.,47,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:21:25.027438+00:00
264,Romania,Romania,UEFA,1900,National Stadium of Romania,The Romania Team,,https://en.wikipedia.org/wiki/Romania_women's_national_football_team,The Romania national women's football team.,48,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:21:29.664843+00:00
265,Haiti,Haiti,CONCACAF,1900,National Stadium of Haiti,The Haiti Team,,https://en.wikipedia.org/wiki/Haiti_women's_national_football_team,The Haiti national women's football team.,49,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:21:35.839508+00:00
266,Thailand,Thailand,AFC,1900,National Stadium of Thailand,The Thailand Team,,https://en.wikipedia.org/wiki/Thailand_women's_national_football_team,The Thailand national women's football team.,50,women,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 1}",2026-05-11T06:21:39.610573+00:00
267,Türkiye,Türkiye,UEFA,1900,National Stadium of Türkiye,The Türkiye Team,,https://en.wikipedia.org/wiki/Türkiye_women's_national_football_team,The Türkiye national women's football team.,51,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:21:44.762974+00:00
269,Uzbekistan,Uzbekistan,AFC,1900,National Stadium of Uzbekistan,The Uzbekistan Team,,https://en.wikipedia.org/wiki/Uzbekistan_women's_national_football_team,The Uzbekistan national women's football team.,53,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:21:54.844541+00:00
270,Belarus,Belarus,UEFA,1900,National Stadium of Belarus,The Belarus Team,,https://en.wikipedia.org/wiki/Belarus_women's_national_football_team,The Belarus national women's football team.,54,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:21:59.353906+00:00
271,Myanmar,Myanmar,AFC,1900,National Stadium of Myanmar,The Myanmar Team,,https://en.wikipedia.org/wiki/Myanmar_women's_national_football_team,The Myanmar national women's football team.,55,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:22:03.235264+00:00
272,Panama,Panama,CONCACAF,1900,National Stadium of Panama,The Panama Team,,https://en.wikipedia.org/wiki/Panama_women's_national_football_team,The Panama national women's football team.,56,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:22:08.190896+00:00
273,Papua New Guinea,Papua New Guinea,OFC,1900,National Stadium of Papua New Guinea,The Papua New Guinea Team,,https://en.wikipedia.org/wiki/Papua_New_Guinea_women's_national_football_team,The Papua New Guinea national women's football team.,57,women,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 1}",2026-05-11T06:22:14.033613+00:00
274,South Africa,South Africa,CAF,1900,National Stadium of South Africa,The South Africa Team,,https://en.wikipedia.org/wiki/South_Africa_women's_national_football_team,The South Africa national women's football team.,58,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:22:18.765737+00:00
275,Ghana,Ghana,CAF,1900,National Stadium of Ghana,The Ghana Team,,https://en.wikipedia.org/wiki/Ghana_women's_national_football_team,The Ghana national women's football team.,59,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:22:24.532754+00:00
276,Greece,Greece,UEFA,1900,National Stadium of Greece,The Greece Team,,https://en.wikipedia.org/wiki/Greece_women's_national_football_team,The Greece national women's football team.,60,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:22:29.480589+00:00
277,Uruguay,Uruguay,CONMEBOL,1900,National Stadium of Uruguay,The Uruguay Team,,https://en.wikipedia.org/wiki/Uruguay_women's_national_football_team,The Uruguay national women's football team.,61,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:22:37.223620+00:00
278,Morocco,Morocco,CAF,1900,National Stadium of Morocco,The Morocco Team,,https://en.wikipedia.org/wiki/Morocco_women's_national_football_team,The Morocco national women's football team.,62,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:22:41.197881+00:00
279,Ecuador,Ecuador,CONMEBOL,1900,National Stadium of Ecuador,The Ecuador Team,,https://en.wikipedia.org/wiki/Ecuador_women's_national_football_team,The Ecuador national women's football team.,63,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:22:45.378143+00:00
280,Zambia,Zambia,CAF,1900,National Stadium of Zambia,The Zambia Team,,https://en.wikipedia.org/wiki/Zambia_women's_national_football_team,The Zambia national women's football team.,64,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:22:51.031484+00:00
281,Israel,Israel,UEFA,1900,National Stadium of Israel,The Israel Team,,https://en.wikipedia.org/wiki/Israel_women's_national_football_team,The Israel national women's football team.,65,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:22:58.069073+00:00
282,Croatia,Croatia,UEFA,1900,National Stadium of Croatia,The Croatia Team,,https://en.wikipedia.org/wiki/Croatia_women's_national_football_team,The Croatia national women's football team.,66,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:23:03.418006+00:00
284,IR Iran,IR Iran,AFC,1900,National Stadium of IR Iran,The IR Iran Team,,https://en.wikipedia.org/wiki/IR_Iran_women's_national_football_team,The IR Iran national women's football team.,68,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:23:12.461217+00:00
285,India,India,AFC,1900,National Stadium of India,The India Team,,https://en.wikipedia.org/wiki/India_women's_national_football_team,The India national women's football team.,69,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:23:17.451673+00:00
286,Cameroon,Cameroon,CAF,1900,National Stadium of Cameroon,The Cameroon Team,,https://en.wikipedia.org/wiki/Cameroon_women's_national_football_team,The Cameroon national women's football team.,70,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:23:22.831829+00:00
287,Albania,Albania,UEFA,1900,National Stadium of Albania,The Albania Team,,https://en.wikipedia.org/wiki/Albania_women's_national_football_team,The Albania national women's football team.,71,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:23:27.924068+00:00
288,Côte d'Ivoire,Côte d'Ivoire,CAF,1900,National Stadium of Côte d'Ivoire,The Côte d'Ivoire Team,,https://en.wikipedia.org/wiki/Côte_d'Ivoire_women's_national_football_team,The Côte d'Ivoire national women's football team.,72,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:23:31.607483+00:00
289,Algeria,Algeria,CAF,1900,National Stadium of Algeria,The Algeria Team,,https://en.wikipedia.org/wiki/Algeria_women's_national_football_team,The Algeria national women's football team.,73,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:23:39.186804+00:00
290,Azerbaijan,Azerbaijan,UEFA,1900,National Stadium of Azerbaijan,The Azerbaijan Team,,https://en.wikipedia.org/wiki/Azerbaijan_women's_national_football_team,The Azerbaijan national women's football team.,74,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:23:43.983952+00:00
291,Peru,Peru,CONMEBOL,1900,National Stadium of Peru,The Peru Team,,https://en.wikipedia.org/wiki/Peru_women's_national_football_team,The Peru national women's football team.,75,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:23:49.259930+00:00
293,Puerto Rico,Puerto Rico,CONCACAF,1900,National Stadium of Puerto Rico,The Puerto Rico Team,,https://en.wikipedia.org/wiki/Puerto_Rico_women's_national_football_team,The Puerto Rico national women's football team.,77,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:23:58.283953+00:00
294,El Salvador,El Salvador,CONCACAF,1900,National Stadium of El Salvador,The El Salvador Team,,https://en.wikipedia.org/wiki/El_Salvador_women's_national_football_team,The El Salvador national women's football team.,78,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:24:02.881949+00:00
295,Fiji,Fiji,OFC,1900,National Stadium of Fiji,The Fiji Team,,https://en.wikipedia.org/wiki/Fiji_women's_national_football_team,The Fiji national women's football team.,79,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:24:08.750822+00:00
296,Senegal,Senegal,CAF,1900,National Stadium of Senegal,The Senegal Team,,https://en.wikipedia.org/wiki/Senegal_women's_national_football_team,The Senegal national women's football team.,80,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:24:13.340674+00:00
297,Kosovo,Kosovo,UEFA,1900,National Stadium of Kosovo,The Kosovo Team,,https://en.wikipedia.org/wiki/Kosovo_women's_national_football_team,The Kosovo national women's football team.,81,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:24:17.840852+00:00
298,"Hong Kong, China","Hong Kong, China",AFC,1900,"National Stadium of Hong Kong, China","The Hong Kong, China Team",,"https://en.wikipedia.org/wiki/Hong_Kong,_China_women's_national_football_team","The Hong Kong, China national women's football team.",82,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:24:24.491684+00:00
299,Trinidad and Tobago,Trinidad and Tobago,CONCACAF,1900,National Stadium of Trinidad and Tobago,The Trinidad and Tobago Team,,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_women's_national_football_team,The Trinidad and Tobago national women's football team.,83,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:24:28.506683+00:00
300,Guatemala,Guatemala,CONCACAF,1900,National Stadium of Guatemala,The Guatemala Team,,https://en.wikipedia.org/wiki/Guatemala_women's_national_football_team,The Guatemala national women's football team.,84,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:24:33.002328+00:00
301,Mali,Mali,CAF,1900,National Stadium of Mali,The Mali Team,,https://en.wikipedia.org/wiki/Mali_women's_national_football_team,The Mali national women's football team.,85,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:24:37.534459+00:00
302,Samoa,Samoa,OFC,1900,National Stadium of Samoa,The Samoa Team,,https://en.wikipedia.org/wiki/Samoa_women's_national_football_team,The Samoa national women's football team.,86,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:24:41.210567+00:00
303,Nepal,Nepal,AFC,1900,National Stadium of Nepal,The Nepal Team,,https://en.wikipedia.org/wiki/Nepal_women's_national_football_team,The Nepal national women's football team.,87,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:24:45.617293+00:00
304,Montenegro,Montenegro,UEFA,1900,National Stadium of Montenegro,The Montenegro Team,,https://en.wikipedia.org/wiki/Montenegro_women's_national_football_team,The Montenegro national women's football team.,88,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:24:50.609556+00:00
305,Solomon Islands,Solomon Islands,OFC,1900,National Stadium of Solomon Islands,The Solomon Islands Team,,https://en.wikipedia.org/wiki/Solomon_Islands_women's_national_football_team,The Solomon Islands national women's football team.,89,women,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 1}",2026-05-11T06:24:55.229399+00:00
306,Equatorial Guinea,Equatorial Guinea,CAF,1900,National Stadium of Equatorial Guinea,The Equatorial Guinea Team,,https://en.wikipedia.org/wiki/Equatorial_Guinea_women's_national_football_team,The Equatorial Guinea national women's football team.,90,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:24:59.977927+00:00
307,Malta,Malta,UEFA,1900,National Stadium of Malta,The Malta Team,,https://en.wikipedia.org/wiki/Malta_women's_national_football_team,The Malta national women's football team.,91,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:25:03.784236+00:00
308,Malaysia,Malaysia,AFC,1900,National Stadium of Malaysia,The Malaysia Team,,https://en.wikipedia.org/wiki/Malaysia_women's_national_football_team,The Malaysia national women's football team.,92,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:25:08.528606+00:00
309,Guyana,Guyana,CONCACAF,1900,National Stadium of Guyana,The Guyana Team,,https://en.wikipedia.org/wiki/Guyana_women's_national_football_team,The Guyana national women's football team.,93,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:25:12.769354+00:00
310,Dominican Republic,Dominican Republic,CONCACAF,1900,National Stadium of Dominican Republic,The Dominican Republic Team,,https://en.wikipedia.org/wiki/Dominican_Republic_women's_national_football_team,The Dominican Republic national women's football team.,94,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:25:17.033719+00:00
311,Nicaragua,Nicaragua,CONCACAF,1900,National Stadium of Nicaragua,The Nicaragua Team,,https://en.wikipedia.org/wiki/Nicaragua_women's_national_football_team,The Nicaragua national women's football team.,95,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:25:21.374741+00:00
312,Cuba,Cuba,CONCACAF,1900,National Stadium of Cuba,The Cuba Team,,https://en.wikipedia.org/wiki/Cuba_women's_national_football_team,The Cuba national women's football team.,96,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:25:26.107244+00:00
313,Kazakhstan,Kazakhstan,UEFA,1900,National Stadium of Kazakhstan,The Kazakhstan Team,,https://en.wikipedia.org/wiki/Kazakhstan_women's_national_football_team,The Kazakhstan national women's football team.,97,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:25:30.574364+00:00
314,Guam,Guam,AFC,1900,National Stadium of Guam,The Guam Team,,https://en.wikipedia.org/wiki/Guam_women's_national_football_team,The Guam national women's football team.,98,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:25:36.471474+00:00
316,Tunisia,Tunisia,CAF,1900,National Stadium of Tunisia,The Tunisia Team,,https://en.wikipedia.org/wiki/Tunisia_women's_national_football_team,The Tunisia national women's football team.,100,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:25:44.734065+00:00
317,Lithuania,Lithuania,UEFA,1900,National Stadium of Lithuania,The Lithuania Team,,https://en.wikipedia.org/wiki/Lithuania_women's_national_football_team,The Lithuania national women's football team.,101,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:25:49.655763+00:00
318,Estonia,Estonia,UEFA,1900,National Stadium of Estonia,The Estonia Team,,https://en.wikipedia.org/wiki/Estonia_women's_national_football_team,The Estonia national women's football team.,102,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:25:56.203740+00:00
319,Latvia,Latvia,UEFA,1900,National Stadium of Latvia,The Latvia Team,,https://en.wikipedia.org/wiki/Latvia_women's_national_football_team,The Latvia national women's football team.,103,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:25:59.399114+00:00
320,New Caledonia,New Caledonia,OFC,1900,National Stadium of New Caledonia,The New Caledonia Team,,https://en.wikipedia.org/wiki/New_Caledonia_women's_national_football_team,The New Caledonia national women's football team.,104,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:26:03.601229+00:00
321,Congo DR,Congo DR,CAF,1900,National Stadium of Congo DR,The Congo DR Team,,https://en.wikipedia.org/wiki/Congo_DR_women's_national_football_team,The Congo DR national women's football team.,105,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:26:08.498980+00:00
322,Indonesia,Indonesia,AFC,1900,National Stadium of Indonesia,The Indonesia Team,,https://en.wikipedia.org/wiki/Indonesia_women's_national_football_team,The Indonesia national women's football team.,106,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:26:12.193673+00:00
323,Bulgaria,Bulgaria,UEFA,1900,National Stadium of Bulgaria,The Bulgaria Team,,https://en.wikipedia.org/wiki/Bulgaria_women's_national_football_team,The Bulgaria national women's football team.,107,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:26:18.002467+00:00
324,Bahrain,Bahrain,AFC,1900,National Stadium of Bahrain,The Bahrain Team,,https://en.wikipedia.org/wiki/Bahrain_women's_national_football_team,The Bahrain national women's football team.,108,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:26:23.411156+00:00
325,Bolivia,Bolivia,CONMEBOL,1900,National Stadium of Bolivia,The Bolivia Team,,https://en.wikipedia.org/wiki/Bolivia_women's_national_football_team,The Bolivia national women's football team.,109,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:26:30.047976+00:00
327,Vanuatu,Vanuatu,OFC,1900,National Stadium of Vanuatu,The Vanuatu Team,,https://en.wikipedia.org/wiki/Vanuatu_women's_national_football_team,The Vanuatu national women's football team.,111,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:26:41.944364+00:00
328,Bangladesh,Bangladesh,AFC,1900,National Stadium of Bangladesh,The Bangladesh Team,,https://en.wikipedia.org/wiki/Bangladesh_women's_national_football_team,The Bangladesh national women's football team.,112,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:26:46.588859+00:00
329,Laos,Laos,AFC,1900,National Stadium of Laos,The Laos Team,,https://en.wikipedia.org/wiki/Laos_women's_national_football_team,The Laos national women's football team.,113,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:26:51.111611+00:00
330,Congo,Congo,CAF,1900,National Stadium of Congo,The Congo Team,,https://en.wikipedia.org/wiki/Congo_women's_national_football_team,The Congo national women's football team.,114,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:26:55.555073+00:00
331,Luxembourg,Luxembourg,UEFA,1900,National Stadium of Luxembourg,The Luxembourg Team,,https://en.wikipedia.org/wiki/Luxembourg_women's_national_football_team,The Luxembourg national women's football team.,115,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:26:58.951810+00:00
332,Tonga,Tonga,OFC,1900,National Stadium of Tonga,The Tonga Team,,https://en.wikipedia.org/wiki/Tonga_women's_national_football_team,The Tonga national women's football team.,116,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:27:03.314542+00:00
333,Cambodia,Cambodia,AFC,1900,National Stadium of Cambodia,The Cambodia Team,,https://en.wikipedia.org/wiki/Cambodia_women's_national_football_team,The Cambodia national women's football team.,117,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:27:06.914464+00:00
334,Burkina Faso,Burkina Faso,CAF,1900,National Stadium of Burkina Faso,The Burkina Faso Team,,https://en.wikipedia.org/wiki/Burkina_Faso_women's_national_football_team,The Burkina Faso national women's football team.,118,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:27:13.262093+00:00
335,Cabo Verde,Cabo Verde,CAF,1900,National Stadium of Cabo Verde,The Cabo Verde Team,,https://en.wikipedia.org/wiki/Cabo_Verde_women's_national_football_team,The Cabo Verde national women's football team.,119,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:27:17.942716+00:00
336,American Samoa,American Samoa,OFC,1900,National Stadium of American Samoa,The American Samoa Team,,https://en.wikipedia.org/wiki/American_Samoa_women's_national_football_team,The American Samoa national women's football team.,120,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:27:23.205180+00:00
337,Tanzania,Tanzania,CAF,1900,National Stadium of Tanzania,The Tanzania Team,,https://en.wikipedia.org/wiki/Tanzania_women's_national_football_team,The Tanzania national women's football team.,121,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:27:28.339953+00:00
338,Tahiti,Tahiti,OFC,1900,National Stadium of Tahiti,The Tahiti Team,,https://en.wikipedia.org/wiki/Tahiti_women's_national_football_team,The Tahiti national women's football team.,122,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:27:32.468126+00:00
340,Namibia,Namibia,CAF,1900,National Stadium of Namibia,The Namibia Team,,https://en.wikipedia.org/wiki/Namibia_women's_national_football_team,The Namibia national women's football team.,124,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:27:41.914289+00:00
341,Georgia,Georgia,UEFA,1900,National Stadium of Georgia,The Georgia Team,,https://en.wikipedia.org/wiki/Georgia_women's_national_football_team,The Georgia national women's football team.,125,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:27:47.428928+00:00
342,Honduras,Honduras,CONCACAF,1900,National Stadium of Honduras,The Honduras Team,,https://en.wikipedia.org/wiki/Honduras_women's_national_football_team,The Honduras national women's football team.,126,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:27:52.876464+00:00
343,Zimbabwe,Zimbabwe,CAF,1900,National Stadium of Zimbabwe,The Zimbabwe Team,,https://en.wikipedia.org/wiki/Zimbabwe_women's_national_football_team,The Zimbabwe national women's football team.,127,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:27:57.770612+00:00
344,Kenya,Kenya,CAF,1900,National Stadium of Kenya,The Kenya Team,,https://en.wikipedia.org/wiki/Kenya_women's_national_football_team,The Kenya national women's football team.,128,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:28:02.718216+00:00
345,Palestine,Palestine,AFC,1900,National Stadium of Palestine,The Palestine Team,,https://en.wikipedia.org/wiki/Palestine_women's_national_football_team,The Palestine national women's football team.,129,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:28:06.538025+00:00
346,Lebanon,Lebanon,AFC,1900,National Stadium of Lebanon,The Lebanon Team,,https://en.wikipedia.org/wiki/Lebanon_women's_national_football_team,The Lebanon national women's football team.,130,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:28:11.172101+00:00
347,Cyprus,Cyprus,UEFA,1900,National Stadium of Cyprus,The Cyprus Team,,https://en.wikipedia.org/wiki/Cyprus_women's_national_football_team,The Cyprus national women's football team.,131,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:28:16.361697+00:00
348,Cook Islands,Cook Islands,OFC,1900,National Stadium of Cook Islands,The Cook Islands Team,,https://en.wikipedia.org/wiki/Cook_Islands_women's_national_football_team,The Cook Islands national women's football team.,132,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:28:20.236248+00:00
349,Moldova,Moldova,UEFA,1900,National Stadium of Moldova,The Moldova Team,,https://en.wikipedia.org/wiki/Moldova_women's_national_football_team,The Moldova national women's football team.,133,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:28:24.716604+00:00
350,Togo,Togo,CAF,1900,National Stadium of Togo,The Togo Team,,https://en.wikipedia.org/wiki/Togo_women's_national_football_team,The Togo national women's football team.,134,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:28:29.135514+00:00
351,The Gambia,The Gambia,CAF,1900,National Stadium of The Gambia,The The Gambia Team,,https://en.wikipedia.org/wiki/The_Gambia_women's_national_football_team,The The Gambia national women's football team.,135,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:28:36.357744+00:00
352,North Macedonia,North Macedonia,UEFA,1900,National Stadium of North Macedonia,The North Macedonia Team,,https://en.wikipedia.org/wiki/North_Macedonia_women's_national_football_team,The North Macedonia national women's football team.,136,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:28:41.728046+00:00
