id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
3682,Beşiktaş–Fenerbahçe rivalry (basketball),Turkey,Turkey,Turkey Basketball Leagues,Western,1994,Beşiktaş–Fenerbahçe rivalry (basketball) Arena,11065,TBD,(basketball),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Fenerbah%C3%A7e_Basketbol_vs_Be%C5%9Fikta%C5%9F_MB_TBSL_20250112_%284%29.jpg/330px-Fenerbah%C3%A7e_Basketbol_vs_Be%C5%9Fikta%C5%9F_MB_TBSL_20250112_%284%29.jpg,https://en.wikipedia.org/wiki/Beşiktaş–Fenerbahçe_rivalry_(basketball),"The Beşiktaş-Fenerbahçe rivalry are the basketball matches between Beşiktaş and Fenerbahçe, two clubs representing the city of Istanbul.",926,men,8,6,€20M,27-16,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 8}",2026-05-12T23:23:24.827860+00:00
3686,Anadolu Efes S.K.,Turkey,Turkey,Turkey Basketball Leagues,Western,2002,Anadolu Efes S.K. Arena,16369,TBD,S.K.,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Anadolu_Efes_SK_logo.svg/330px-Anadolu_Efes_SK_logo.svg.png,https://en.wikipedia.org/wiki/Anadolu_Efes_S.K.,"Anadolu Efes Spor Kulübü, commonly referred to as Anadolu Efes or simply Efes, is a Turkish professional basketball team based in Istanbul. Founded in 1976, the club was formerly known as Efes Pilsen until 2011. Efes is the 2021–22 Euroleague champion and on the first place of European Club Ranking after the Final Four 2020–21. Efes is also the most successful club in the history of the Turkish Super League (BSL), having won the league's championship 16 times. Efes has won a total of 42 domestic trophies, more than any other Turkish basketball club.",689,men,7,21,€14M,15-30,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 7}",2026-05-12T23:25:44.809068+00:00
4359,Mohegan Sun Arena,the United States,the United States,the United States Basketball Leagues,Eastern,1983,Mohegan Sun Arena Arena,10109,TBD,Arena,,https://en.wikipedia.org/wiki/Mohegan_Sun_Arena,No description available.,2467,women,10,37,€16M,16-14,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:53:33.037854+00:00
4367,2009 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Western,2013,2009 WNBA Finals Arena,12825,TBD,Finals,,https://en.wikipedia.org/wiki/2009_WNBA_Finals,No description available.,4281,women,0,34,€10M,17-25,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 0}",2026-05-12T23:53:55.889937+00:00
4371,Gainbridge Fieldhouse,the United States,the United States,the United States Basketball Leagues,Eastern,1954,Gainbridge Fieldhouse Arena,18649,TBD,Fieldhouse,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Bankers_Life_Fieldhouse%2C_Indian%C3%A1polis%2C_Estados_Unidos%2C_2012-10-22%2C_DD_02.jpg/330px-Bankers_Life_Fieldhouse%2C_Indian%C3%A1polis%2C_Estados_Unidos%2C_2012-10-22%2C_DD_02.jpg,https://en.wikipedia.org/wiki/Gainbridge_Fieldhouse,"Gainbridge Fieldhouse is an indoor arena in downtown Indianapolis, Indiana, United States. It opened in November 1999 to replace Market Square Arena. The arena is the home of the Indiana Pacers of the National Basketball Association (NBA) and the Indiana Fever of the Women's National Basketball Association (WNBA). It also hosts college basketball games, indoor concerts, and ice hockey.",700,women,2,14,€14M,17-14,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 2}",2026-05-12T23:54:04.617362+00:00
3669,Fenerbahçe S.K. (women's basketball),Turkey,Turkey,Turkey Basketball Leagues,Eastern,1973,Fenerbahçe S.K. (women's basketball) Arena,12084,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/7/78/Fenerbah%C3%A7e_Opet_logo.png,https://en.wikipedia.org/wiki/Fenerbahçe_S.K._(women's_basketball),"Fenerbahçe Women's Basketball, known as Fenerbahçe Opet since 2024 for sponsorship reasons, are the women's basketball department of Fenerbahçe SK, a major Turkish multi-sport club based in Istanbul, Turkey. The team play their matches at the club's own 2,500-seat Metro Enerji Sports Hall.",4197,men,8,25,€8M,30-26,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 8}",2026-05-12T23:22:17.250964+00:00
4354,Wintrust Arena,the United States,the United States,the United States Basketball Leagues,Western,1968,Wintrust Arena Arena,13639,TBD,Arena,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Wintrust-arena-exterior.jpg/330px-Wintrust-arena-exterior.jpg,https://en.wikipedia.org/wiki/Wintrust_Arena,"Wintrust Arena at McCormick Square, previously referred to as DePaul Arena or McCormick Place Events Center, is a 10,387-seat sports venue in the Near South Side community area of Chicago that opened in 2017. It is the current home court for the men's and women's basketball teams of DePaul University and serves as an events center for McCormick Place. It also is the home of the Chicago Sky of the Women's National Basketball Association (WNBA).",3859,women,5,32,€17M,15-24,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 5}",2026-05-12T23:53:21.257461+00:00
4358,2022 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Eastern,1991,2022 WNBA Finals Arena,6154,TBD,Finals,,https://en.wikipedia.org/wiki/2022_WNBA_Finals,No description available.,3104,women,1,23,€8M,27-11,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 1}",2026-05-12T23:53:30.657460+00:00
4362,Chase Center,the United States,the United States,the United States Basketball Leagues,Western,1959,Chase Center Arena,6204,TBD,Center,,https://en.wikipedia.org/wiki/Chase_Center,No description available.,2166,women,8,33,€14M,29-20,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 8}",2026-05-12T23:53:43.414119+00:00
4366,2000 WNBA expansion draft,the United States,the United States,the United States Basketball Leagues,Western,1986,2000 WNBA expansion draft Arena,17031,TBD,draft,,https://en.wikipedia.org/wiki/2000_WNBA_expansion_draft,No description available.,1705,women,4,11,€12M,18-23,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 4}",2026-05-12T23:53:53.896273+00:00
4370,Caitlin Clark effect,the United States,the United States,the United States Basketball Leagues,Eastern,1956,Caitlin Clark effect Arena,19703,TBD,effect,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Caitlin_Clark_Final_Four_2024.jpg/330px-Caitlin_Clark_Final_Four_2024.jpg,https://en.wikipedia.org/wiki/Caitlin_Clark_effect,"The Caitlin Clark effect is the increase in popularity of women's basketball attributed to American basketball player Caitlin Clark. During Clark's collegiate career with the Iowa Hawkeyes, she drew unprecedented public interest to the sport. In 2023 and 2024, her final two seasons at Iowa, her games set attendance and television viewership records. After Clark was drafted by the Indiana Fever of the Women's National Basketball Association (WNBA), analysts credited her for increasing WNBA attendance and viewership and reigniting the ""Hoosier hysteria"" phenomenon.",3044,women,10,30,€1M,12-13,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:54:02.490181+00:00
4374,2020 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Eastern,1976,2020 WNBA Finals Arena,11134,TBD,Finals,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/2020_WNBA_Finals_logo.png/330px-2020_WNBA_Finals_logo.png,https://en.wikipedia.org/wiki/2020_WNBA_Finals,"The 2020 WNBA Finals was the best-of-five championship series for the 2020 season of the Women's National Basketball Association (WNBA). The Finals feature the top seeded Las Vegas Aces facing off against the second seed Seattle Storm. Despite losing both regular season meetings against Las Vegas, the Storm dominated the series, sweeping the Aces in three straight games. Led by Finals MVP Breanna Stewart, Seattle won all three games by double-digits, claiming their second title in three years and fourth in franchise history.",3929,women,1,6,€19M,14-13,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 1}",2026-05-12T23:54:12.629431+00:00
4435,Portland Fire,the United States,the United States,the United States Basketball Leagues,Western,2011,Portland Fire Arena,16713,TBD,Fire,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Portland_Fire_logo.svg/330px-Portland_Fire_logo.svg.png,https://en.wikipedia.org/wiki/Portland_Fire,"The Portland Fire are an American professional basketball team based in Portland, Oregon. The team competes in the Women's National Basketball Association (WNBA) as a member of the Western Conference; it began play in May 2026. The team plays its home games at Moda Center. The franchise is the second WNBA team in the city's history, following the original Portland Fire in the early 2000s.",3115,women,0,5,€9M,12-16,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 0}",2026-05-12T23:57:12.721971+00:00
4437,Grand Rapids Blizzard,the United States,the United States,the United States Basketball Leagues,Eastern,1979,Grand Rapids Blizzard Arena,5311,TBD,Blizzard,https://upload.wikimedia.org/wikipedia/en/d/db/GrandRapidsBlizzard.gif,https://en.wikipedia.org/wiki/Grand_Rapids_Blizzard,"The Grand Rapids Blizzard were a women's professional basketball team in the National Women's Basketball League (NWBL). Based in Grand Rapids, Michigan, they played in 2003.",3757,women,6,34,€12M,25-27,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 6}",2026-05-12T23:57:20.872878+00:00
4441,Minnesota Flame,the United States,the United States,the United States Basketball Leagues,Eastern,2015,Minnesota Flame Arena,18472,TBD,Flame,,https://en.wikipedia.org/wiki/Minnesota_Flame,No description available.,3922,women,10,13,€11M,13-11,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:57:32.310197+00:00
4444,Yugoslavia women's national under-16 basketball team,Yugoslavia,Yugoslavia,Yugoslavia Basketball Leagues,Eastern,1956,Yugoslavia women's national under-16 basketball team Arena,16884,TBD,team,,https://en.wikipedia.org/wiki/Yugoslavia_women's_national_under-16_basketball_team,No description available.,388,women,8,32,€15M,13-27,TBD,TBD,TBD,"{""Yugoslavia Basketball Leagues Titles"": 8}",2026-05-12T23:57:45.486923+00:00
66,Adelaide 36ers,Professional by country,Professional by country,Professional by country Basketball Leagues,Eastern,2013,Adelaide 36ers Arena,13757,TBD,36ers,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Adelaide_36ers_logo.svg/330px-Adelaide_36ers_logo.svg.png,https://en.wikipedia.org/wiki/Adelaide_36ers,"The Adelaide 36ers are an Australian professional men's basketball team in the National Basketball League (NBL). The 36ers are the only team in the league representing the state of South Australia and are based in the state's capital of Adelaide. The club was originally called the Adelaide City Eagles when they joined the NBL in 1982, but changed their name to the 36ers the following year. The 36ers nickname comes from the fact that the Colony of South Australia was officially proclaimed on 28 December 1836. Since 2019, the 36ers play their home games at the Adelaide Entertainment Centre.",1702,men,2,21,€14M,14-26,TBD,TBD,TBD,"{""Professional by country Basketball Leagues Titles"": 2}",2026-05-13T20:18:59.450320+00:00
3660,Galatasaray S.K. (women's basketball),Turkey,Turkey,Turkey Basketball Leagues,Eastern,1988,Galatasaray S.K. (women's basketball) Arena,17404,TBD,basketball),https://upload.wikimedia.org/wikipedia/commons/7/7d/Galatasaray_%C3%87a%C4%9Fda%C5%9F_Faktoring_2022-23_Logo.png,https://en.wikipedia.org/wiki/Galatasaray_S.K._(women's_basketball),"Galatasaray Women's Basketball, also known as Galatasaray Çağdaş Faktoring for sponsorship reasons, is the professional women's basketball section of Galatasaray S.K., a major sports club in Istanbul, Turkey. Galatasaray women's basketball team play matches in Ahmet Cömert Sport Hall which has a seating capacity for 2,200 spectators.",1302,men,9,26,€18M,18-30,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 9}",2026-05-12T23:22:20.261604+00:00
3710,Yenişehir S.K.,Turkey,Turkey,Turkey Basketball Leagues,Western,2003,Yenişehir S.K. Arena,9719,TBD,S.K.,,https://en.wikipedia.org/wiki/Yenişehir_S.K.,"Yenişehir Spor Kulübü is a multi-sports club based in Ankara, Turkey.",2108,men,5,13,€11M,18-13,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 5}",2026-05-12T23:24:16.694252+00:00
3692,Bornova Belediyespor,Turkey,Turkey,Turkey Basketball Leagues,Eastern,1995,Bornova Belediyespor Arena,15082,TBD,Belediyespor,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Bornova_Belediyespor_logo.png/330px-Bornova_Belediyespor_logo.png,https://en.wikipedia.org/wiki/Bornova_Belediyespor,"Bornova Belediyespor is a basketball club based in Bornova district of İzmir, Turkey that plays in the Turkish Basketball First League (TBL) since 2009–2010 season. Their home arena is the Halkapınar Sport Hall.",1495,men,5,40,€9M,26-23,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 5}",2026-05-12T23:26:04.374771+00:00
3734,Bursaspor Basketbol,Turkey,Turkey,Turkey Basketball Leagues,Western,2003,Bursaspor Basketbol Arena,13298,TBD,Basketbol,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Bursaspor_logo.svg/330px-Bursaspor_logo.svg.png,https://en.wikipedia.org/wiki/Bursaspor_Basketbol,"Bursaspor Basketbol is a Turkish professional basketball club based in Bursa. Founded in 2014, the club is the basketball section of the multi-sport club Bursaspor and currently competes in the Basketbol Süper Ligi, the top-tier basketball league in Turkey.",2224,men,1,30,€14M,23-11,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 1}",2026-05-12T23:26:07.670020+00:00
4369,2015 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Eastern,1995,2015 WNBA Finals Arena,11522,TBD,Finals,,https://en.wikipedia.org/wiki/2015_WNBA_Finals,The 2015 WNBA Finals was the championship series for the 2015 WNBA season of the Women's National Basketball Association (WNBA).,1544,women,9,23,€16M,17-13,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 9}",2026-05-12T23:54:00.886645+00:00
4373,Herb Simon (businessman),the United States,the United States,the United States Basketball Leagues,Western,1953,Herb Simon (businessman) Arena,17905,TBD,(businessman),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Herb_Simon_NBA_All-Star_Announcement_Press_Conference_-_53307854219_%28cropped%29.jpg/330px-Herb_Simon_NBA_All-Star_Announcement_Press_Conference_-_53307854219_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Herb_Simon_(businessman),"Herbert Simon is an American real estate developer. He resides in Indianapolis, Indiana. He was educated at the City College of New York and is the owner of the Indiana Pacers, Indiana Fever, and chairman emeritus of the shopping mall developer Simon Property Group. In 2010, he purchased Kirkus Reviews.",1253,women,7,24,€8M,16-11,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 7}",2026-05-12T23:54:08.777547+00:00
4365,Indiana Fever,the United States,the United States,the United States Basketball Leagues,Eastern,1960,Indiana Fever Arena,12761,TBD,Fever,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Indiana_Fever_logo.svg/330px-Indiana_Fever_logo.svg.png,https://en.wikipedia.org/wiki/Indiana_Fever,"The Indiana Fever are an American professional basketball team based in Indianapolis. The Fever compete in the Women's National Basketball Association (WNBA) as a member of the Eastern Conference. The team was founded for the 2000 WNBA season. The team is owned by Herb Simon, the founder of Simon Property Group.",4685,women,4,36,€12M,15-25,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 4}",2026-05-12T23:57:02.117510+00:00
4420,Seattle Storm,the United States,the United States,the United States Basketball Leagues,Eastern,1975,Seattle Storm Arena,13645,TBD,Storm,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Seattle_Storm_%282021%29_logo.svg/330px-Seattle_Storm_%282021%29_logo.svg.png,https://en.wikipedia.org/wiki/Seattle_Storm,"The Seattle Storm are an American professional basketball team based in Seattle. The Storm compete in the Women's National Basketball Association (WNBA) as a member of the Western Conference. The team was founded by Ginger Ackerley and her husband Barry ahead of the 2000 season. The team is currently owned by Force 10 Hoops LLC, which is composed of Seattle businesswomen Dawn Trudeau, Lisa Brummel, and Ginny Gilder, along with former player Sue Bird and NFL player Bobby Wagner.",3579,women,4,9,€3M,28-19,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 4}",2026-05-12T23:57:14.445442+00:00
4438,Greensboro Groove,the United States,the United States,the United States Basketball Leagues,Western,1973,Greensboro Groove Arena,13561,TBD,Groove,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Greensboro_Groove_logo_png.png/330px-Greensboro_Groove_logo_png.png,https://en.wikipedia.org/wiki/Greensboro_Groove,"The Greensboro Groove are a professional women's basketball franchise set to compete in the inaugural season of the UpShot League, a new women’s developmental/professional basketball league in the United States. The team is based in Greensboro, North Carolina.",128,women,0,16,€12M,25-18,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 0}",2026-05-12T23:57:24.010777+00:00
4442,Savannah Steel,the United States,the United States,the United States Basketball Leagues,Western,1953,Savannah Steel Arena,12265,TBD,Steel,,https://en.wikipedia.org/wiki/Savannah_Steel,No description available.,3037,women,9,38,€12M,20-16,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 9}",2026-05-12T23:57:33.813162+00:00
4445,Yugoslavia women's national under-18 basketball team,Yugoslavia,Yugoslavia,Yugoslavia Basketball Leagues,Western,2002,Yugoslavia women's national under-18 basketball team Arena,8471,TBD,team,,https://en.wikipedia.org/wiki/Yugoslavia_women's_national_under-18_basketball_team,No description available.,2512,women,7,10,€15M,13-17,TBD,TBD,TBD,"{""Yugoslavia Basketball Leagues Titles"": 7}",2026-05-12T23:57:48.685206+00:00
68,Cairns Taipans,Professional by country,Professional by country,Professional by country Basketball Leagues,Eastern,1973,Cairns Taipans Arena,5152,TBD,Taipans,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Cairns_Taipans_logo.svg/330px-Cairns_Taipans_logo.svg.png,https://en.wikipedia.org/wiki/Cairns_Taipans,"The Cairns Taipans are an Australian professional basketball team based in Cairns, Queensland. The Taipans compete in the National Basketball League (NBL) and play their home games at the Cairns Convention Centre, known colloquially as ""The Snakepit"".",4550,men,10,38,€18M,25-29,TBD,TBD,TBD,"{""Professional by country Basketball Leagues Titles"": 10}",2026-05-13T20:19:03.158512+00:00
3725,Mustafa Dağıstanlı Sports Hall,Turkey,Turkey,Turkey Basketball Leagues,Eastern,1960,Mustafa Dağıstanlı Sports Hall Arena,16746,TBD,Hall,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mustafa_Da%C4%9F%C4%B1stanl%C4%B1_Spor_Salonu.jpg/330px-Mustafa_Da%C4%9F%C4%B1stanl%C4%B1_Spor_Salonu.jpg,https://en.wikipedia.org/wiki/Mustafa_Dağıstanlı_Sports_Hall,"Mustafa Dağıstanlı Sports Hall is a multi-purpose indoor arena located in İlkadım district of Samsun Province, northern Turkey. It was named in honor of Mustafa Dağıstanlı, a local sport wrestler, who became twice Olympic and three times world champion in freestyle.",3769,men,1,14,€19M,23-23,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 1}",2026-05-12T23:25:13.963710+00:00
3751,Sakarya Büyükşehir Belediyesi S.K.,Turkey,Turkey,Turkey Basketball Leagues,Eastern,1994,Sakarya Büyükşehir Belediyesi S.K. Arena,7439,TBD,S.K.,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Sakarya_BB_Basketbol_logo.png/330px-Sakarya_BB_Basketbol_logo.png,https://en.wikipedia.org/wiki/Sakarya_Büyükşehir_Belediyesi_S.K.,"Sakarya Büyükşehir Belediyesi Spor Kulübü, more commonly known as Sakarya BB was a Turkish professional basketball club based in Sakarya which played two seasons in the Turkish Basketball Super League (TBL). The team was founded and sponsored by Sakarya Metropolitan Municipality in 2013. Their home arena was Sakarya Sports Hall with a capacity of 5,000 seats.",464,men,8,27,€12M,25-17,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 8}",2026-05-12T23:27:26.529752+00:00
3754,Tekelspor,Turkey,Turkey,Turkey Basketball Leagues,Eastern,1956,Tekelspor Arena,11514,TBD,Tekelspor,,https://en.wikipedia.org/wiki/Tekelspor,No description available.,4236,men,7,10,€5M,29-24,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 7}",2026-05-12T23:27:35.670235+00:00
3724,Büyükçekmece Basketbol,Turkey,Turkey,Turkey Basketball Leagues,Eastern,2000,Büyükçekmece Basketbol Arena,13366,TBD,Basketbol,https://upload.wikimedia.org/wikipedia/en/5/52/B%C3%BCy%C3%BCk%C3%A7ekmece_Basketbol_logo.png,https://en.wikipedia.org/wiki/Büyükçekmece_Basketbol,"Büyükçekmece Basketbol, mostly known as ONVO Büyükçekmece for sponsorship reasons, is a Turkish professional basketball club based in Büyükçekmece, Istanbul which plays in the Turkish Basketball Super League. Their home arena is Gazanfer Bilge Sports Hall with a capacity of 3,000 seats.",1833,men,9,18,€6M,15-28,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 9}",2026-05-12T23:27:45.268981+00:00
3763,Jane Asinde,Uganda,Uganda,Uganda Basketball Leagues,Eastern,1952,Jane Asinde Arena,8996,TBD,Asinde,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Celta_Femxa_Zorka_-_Dur%C3%A1n_Maquinaria_Ensino_Lugo_47.jpg/330px-Celta_Femxa_Zorka_-_Dur%C3%A1n_Maquinaria_Ensino_Lugo_47.jpg,https://en.wikipedia.org/wiki/Jane_Asinde,"Jane Asinde is a Ugandan basketballer who plays as a forward for the Azulmarino basketball club in the Spanish second-tier. She is also the captain of the Uganda Women's National basketball team, commonly known as the Gazelles.",4592,men,10,20,€20M,29-19,TBD,TBD,TBD,"{""Uganda Basketball Leagues Titles"": 10}",2026-05-12T23:28:09.969763+00:00
4368,2012 WNBA Finals,the United States,the United States,the United States Basketball Leagues,Western,1988,2012 WNBA Finals Arena,17821,TBD,Finals,,https://en.wikipedia.org/wiki/2012_WNBA_Finals,No description available.,1348,women,9,18,€1M,30-29,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 9}",2026-05-12T23:53:58.107383+00:00
4372,Liberty Outdoor Classic,the United States,the United States,the United States Basketball Leagues,Western,1954,Liberty Outdoor Classic Arena,11689,TBD,Classic,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Arthur_ashe_stadium_basketball_court.jpg/330px-Arthur_ashe_stadium_basketball_court.jpg,https://en.wikipedia.org/wiki/Liberty_Outdoor_Classic,"The Liberty Outdoor Classic was the first regular-season professional basketball game played outdoors. It was played between the Indiana Fever and New York Liberty of the Women's National Basketball Association on July 19, 2008, as part of the 2008 Women's National Basketball Association regular-season schedule and the New York Liberty's home schedule. The game was held at Arthur Ashe Stadium, part of the USTA Billie Jean King National Tennis Center located within Flushing Meadows-Corona Park in Flushing, New York, and was the first non-tennis sporting event held in that venue. A portion of the proceeds from the game went to support the Breast Cancer Research Foundation",2231,women,10,15,€11M,27-26,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 10}",2026-05-12T23:54:06.813779+00:00
4436,Charlotte Crown,the United States,the United States,the United States Basketball Leagues,Eastern,1952,Charlotte Crown Arena,18669,TBD,Crown,https://upload.wikimedia.org/wikipedia/en/f/f1/CHARLOTTE_CROWN.png,https://en.wikipedia.org/wiki/Charlotte_Crown,"The Charlotte Crown are a professional women's basketball team based in Charlotte, North Carolina. The team is part of the UpShot League, a developmental women's basketball league in the United States. The Crown are one of the league's inaugural franchises, set to begin play in May 2026.",2988,women,2,39,€3M,20-25,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 2}",2026-05-12T23:57:19.031239+00:00
4440,Minnesota Black Ice,the United States,the United States,the United States Basketball Leagues,Eastern,1952,Minnesota Black Ice Arena,9781,TBD,Ice,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Minnesota_Black_Ice.jpg/330px-Minnesota_Black_Ice.jpg,https://en.wikipedia.org/wiki/Minnesota_Black_Ice,"The Minnesota Black Ice is a semi-professional women's basketball team of the Women's Blue Chip Basketball League. Founded in 2014, the Black Ice play its home games at North Central University in Minneapolis.",2263,women,6,25,€2M,22-27,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 6}",2026-05-12T23:57:29.499337+00:00
4443,UpShot Baltimore,the United States,the United States,the United States Basketball Leagues,Eastern,1994,UpShot Baltimore Arena,10812,TBD,Baltimore,,https://en.wikipedia.org/wiki/UpShot_Baltimore,No description available.,3711,women,6,33,€17M,26-14,TBD,TBD,TBD,"{""the United States Basketball Leagues Titles"": 6}",2026-05-12T23:57:38.462529+00:00
73,South East Melbourne Phoenix,Professional by country,Professional by country,Professional by country Basketball Leagues,Western,2014,South East Melbourne Phoenix Arena,5750,TBD,Phoenix,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/South_East_Melbourne_Phoenix_logo.svg/330px-South_East_Melbourne_Phoenix_logo.svg.png,https://en.wikipedia.org/wiki/South_East_Melbourne_Phoenix,"The South East Melbourne Phoenix are an Australian professional basketball team based in the south–eastern Melbourne suburb of Wantirna South, Victoria. The Phoenix entered the National Basketball League (NBL) in the 2019–20 season. The team play the majority of their home games at John Cain Arena, which they share with fellow NBL team Melbourne United, with some games being played at the State Basketball Centre.",1242,men,10,40,€1M,17-27,TBD,TBD,TBD,"{""Professional by country Basketball Leagues Titles"": 10}",2026-05-13T20:19:12.028884+00:00
805,BC Borisfen,Belarus,Belarus,Belarus Basketball Leagues,Eastern,1992,BC Borisfen Arena,15717,TBD,Borisfen,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/BC_Borisfen_logo.png/330px-BC_Borisfen_logo.png,https://en.wikipedia.org/wiki/BC_Borisfen,"BC Borisfen, also known as Borisfen Mogilev, is a Belarusian basketball club based in Mogilev. It plays in the Belarusian Premier League and played in the European North Basketball League until it was suspended.",1564,men,10,12,€7M,24-26,TBD,TBD,TBD,"{""Belarus Basketball Leagues Titles"": 10}",2026-05-13T20:20:14.254841+00:00
3701,Merkezefendi Belediyesi Denizli Basket,Turkey,Turkey,Turkey Basketball Leagues,Western,1961,Merkezefendi Belediyesi Denizli Basket Arena,19766,TBD,Basket,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Merkezefendi_Belediyesi_Denizli_Basket.png/330px-Merkezefendi_Belediyesi_Denizli_Basket.png,https://en.wikipedia.org/wiki/Merkezefendi_Belediyesi_Denizli_Basket,"Merkezefendi Belediyesi Youth and Sports Club, also known as Yukatel Merkezefendi due to current sponsorship, is a professional basketball club based in Denizli competing in the Basketbol Süper Ligi. Their home arena is the Pamukkale University Arena with a maximum capacity of 5000 seats. In the year 2018, the club changed its name from Yüksekçıta Koleji to Merkezefendi Belediyesi Denizli Basket.",1612,men,0,12,€3M,15-10,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 0}",2026-05-12T23:27:10.509852+00:00
3726,Samsunspor (basketball),Turkey,Turkey,Turkey Basketball Leagues,Eastern,1964,Samsunspor (basketball) Arena,12077,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Samsunspor_crest.svg/330px-Samsunspor_crest.svg.png,https://en.wikipedia.org/wiki/Samsunspor_(basketball),"Samsunspor, also known as Reeder Samsunspor for sponsorship reasons, is a Turkish professional basketball club based in Samsun. Founded in 1965, the club is the basketball section of the multi-sport club Samsunspor and currently competes in the Basketbol Süper Ligi, the top-tier basketball league in Turkey.",3182,men,4,40,€9M,10-16,TBD,TBD,TBD,"{""Turkey Basketball Leagues Titles"": 4}",2026-05-12T23:27:29.088285+00:00
